,text_id,text,label
4763,hasoc_en_4764,"@realDonaldTrump If anyone has committed Treason, it's you #TreasonousTrump!!!    #CriminalInChief #TrumpIsACriminal #TrumpisaDisgrace #TrumpIsATraitor #TrumpIsAFraud #TrumpIsAMoron #impeachtrump rally #TreasonousTrump https://t.co/8PDPww1vnV",HOF
5820,hasoc_en_5821,@SenSchumer @senatemajldr You murder far more people with your immoral support of abortion (murder) than guns will ever kill in US. #murderer,NOT
3924,hasoc_en_3925,@EllisFan14 Only if he finds you. #OJSimpson #murderer,NOT
787,hasoc_en_788,#ShameOnICC..  Rain cup... Give the cup to England.. The decision was made.,NOT
3456,hasoc_en_3457,No weekend would be complete without some drilling hammering sawing and sanding from next door #dickhead,HOF
1161,hasoc_en_1162,Deleting 33k emails with recipes in them is the real obstruction... 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 #dickhead https://t.co/Ens564GEm5,NOT
2393,hasoc_en_2394,@TarekFatah @ICC @msdhoni @msdhoni #DhoniKeepsTheGlove always 😘,NOT
5197,hasoc_en_5198,Very simple: #TrumpIsATraitor https://t.co/S36OegqzJw,HOF
3116,hasoc_en_3117,How Trump's 'fake news' rhetoric has gotten out of control #Resist #ResistTrump #FuckTrump https://t.co/x4fj9v9EOO,NOT
4479,hasoc_en_4480,"So @MamataOfficial has time to go @abpanandatv to talk gibberish with Suman, FOR AN HOUR,     but DONT HAVE A MINUTE to come to NRS Hospital and talk to junior doctors.     Slow claps.    #DoctorsUnderOppresion #DoctorsStrike #DoctorsFightBack #SavetheDoctors",HOF
2890,hasoc_en_2891,Tweet others the way you want to be tweeted!,NOT
2360,hasoc_en_2361,@realDonaldTrump Somebody turn off the #Gaslighting already.    #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople #TrumpTantrum https://t.co/waQbkdm4zI,NOT
87,hasoc_en_88,You #supportdhoni  #MSDHONI  #DhoniKeSaathDesh  #Dhoni ???  #BCCI  #CWC19  #DhoniKeepTheGloves  #DhoniKeepsTheGlove  #DhoniKeepBalidaanBadgeGlove  #BalidanBadge  #Balidan  #bbccricket  #CricketWorldCup2019  #WorldCup2019    Retweet 🔄 for #msdhonigloves   Like 👍 👇,NOT
4812,hasoc_en_4813,@realDonaldTrump WHEN YOU SAY  'ALMOST EVERYTHING'  they are saying is the opposite    YOUR ARGUMENT FAILS    YOU SOUND LIKE THE VILLAGE IDIOT  #IdiotTrump  #TrumpTheVillageIdiot,NOT
5665,hasoc_en_5666,@enochcafe @thetimes but don’t get deluded like idiots aka #borisjohnson who can only come up with some waffle about the empire and zero based on reality to stop #china in its tracks. #justsayno #boycottchina #hongkongstrong,HOF
1916,hasoc_en_1917,"@wsyx6 @realDonaldTrump #FuckTrump we don't claim him, in the Gemini World!",NOT
971,hasoc_en_972,"Totally washed out due to that rain reason. U r fucking guys  y u r keeping this world cup in England ... I know It's a developed country , but for sports full of unhappiness..So go and sit in the room and watching Tv that's the only work u r always doing #ShameOnICC mother fuck",HOF
996,hasoc_en_997,@chandnijafri Any kids #Rapist should be given capital punishment .,NOT
3138,hasoc_en_3139,25 years ago today this bastard had handcuffs on &amp; was where he needs to be; JAIL!! To join Twitter around the anniversary of the butchering of 2 people he killed (he was found GUILTY in civil suit) is sick #murderer #RememberRonandNicole #OJSimpson https://t.co/0ET63xpkfh,HOF
270,hasoc_en_271,Today is a contest between   #SuperArmy vs #terroristNationPakistan  It's a war between #125Billionprayer  vs #RainGod  It will be #Walkover or #Washout  #India-6 vs #Terroristan-0 https://t.co/1kHZ1aU402,NOT
839,hasoc_en_840,"https://t.co/HFxRsZXo6y Mr @myogiadityanath seems like law n order has been made a mockery off which is not only #despicable but #dangerous at d same time. If ne n evry #rapist was dealt a punishment 2 remember, they wudnt dare but hey, it ain't 'rarest of rare', ryt SC? #shame",NOT
1532,hasoc_en_1533,#IAgreeWithRory @RoryStewartUK #BorisJohnsonShouldNotBePM #C4debate #BritishandAshamed so sorry @AgnesCPoirier #YellowRose 💛 from #BritInFrance 💐 https://t.co/6OKwenJKwe,NOT
3038,hasoc_en_3039,"@realDonaldTrump So someone doesn't accept your lies. Suck it up, Bone Spurs, the office of president isn't about you; it's about the integrity, ethics, responsibity, and humanity of the USA.  #WorstPresidentEver  #NoOneIsAboveTheLaw   #TreasonWeasel   #gopcompicit  #TrumpCrimeFamily   #TrumpIsATraitor",HOF
4444,hasoc_en_4445,A trump level of stupid!  #TrumpIsAMoron  #TrumpIsATraitor https://t.co/Q4GAOMc3YG,HOF
4192,hasoc_en_4193,This Guy is a reported rapist and if you see him you should imedietly call the cops. #rapist #gangbang https://t.co/6r1r7QzBBR,HOF
2684,hasoc_en_2685,🗣Fuck #America and this health care shit. These motherfuckas raping us with this shit. #fucktrump. Got nobody else to blame 🤷🏾‍♂️,HOF
1080,hasoc_en_1081,@realDonaldTrump @foxandfriends @FoxNews Its 8:43 did i miss it? Awwww #fucktrump,NOT
4389,hasoc_en_4390,"Trump wants to paint air force 1.   No doubt some gaudy  over the top paint job. Hes got zero taste for a guy that thinks hes a design genuis. Its always loud obnoxious designs that he thinks looks classy.  Leave it alone , crazy person.   #TrumpisaTraitor",NOT
5775,hasoc_en_5776,@ICC has no problem with the entire Pakistan cricket team marking territory by praying on the cricket field (part of Muslim ritual prayer) but find insignia on  @MSDhoni  's gloves inappropriate.  #DhoniKeepsTheGlove💪🏻🇮🇳 https://t.co/pZCZQpKjbt,HOF
5647,hasoc_en_5648,@The_OJSimpson32 The only shit I hear is what comes out of your mouth #murderer,HOF
3599,hasoc_en_3600,"#DhoniKeepsTheGlove is nothing but  supporting the violation of rules.  Nowadays people bring Army and hyper nationalism in every foolish thing.  Rules are rules and Gloves have to go, period.",NOT
1709,hasoc_en_1710,Actual match scheduled of ICC worldcup 2019 and also ICC increased prize money because of rain playing extraordinary game   #ShameOnICC https://t.co/Gpv5Zp4Pek,NOT
4302,hasoc_en_4303,Glad Collection of Mana is getting a physical Switch release :)    And happy #JohnMCainDay and #fucktrump day lol,HOF
5428,hasoc_en_5429,@realDonaldTrump I already work two jobs and barely get to see my husband who also works multiple jobs we miss out on spending time with our daughter ALL because of inflation and trying to make ends meet! #fucktrump #fucktariffs #imissobama,HOF
520,hasoc_en_521,"@realDonaldTrump In May 2018 you pulled US out of the internationally signed &amp; agreed upon Iran Nuclear Deal.     THE DEAL WAS WORKING UNTIL #TRUMP BROKE IT.     Again, you &amp; #ComplicitGOP broke something that worked out of spite and created a mess.    https://t.co/9OYE7P1ZPI    #TrumpIsATraitor",NOT
1688,hasoc_en_1689,"#DoctorsFightBack    75 year old Mohammad Shahid died in hospital, his relatives came truckload &amp; beat up doctors.     One doctor is critical as he got skull fracture from brick hurled.    Why no action against those people?  Why politicisation?  Where BJP/RSS is to be blamed? https://t.co/78EiYliTj9",NOT
2500,hasoc_en_2501,@DiamondandSilk @realDonaldTrump Paid actors #ImpeachTrump #TrumpIsATraitor,NOT
5830,hasoc_en_5831,@realDonaldTrump @senatemajldr @MarkWarner No patriotic American will ever stop wanting to see criminals behind bars.    #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor,HOF
4111,hasoc_en_4112,@senatemajldr you sir are a #DoucheBag  https://t.co/qO0F4lYMBI,HOF
2000,hasoc_en_2001,"If this isn't an impeachable offense, what is?#morintoon #TrumpIsATraitor #TrumpElections #TrumpCollusion #TrumpCriminalInvestigations #TrumpCrimeSyndicate #TrumpCult #AidingOurEenemies https://t.co/XvnXBcnq2O",NOT
1764,hasoc_en_1765,#IdiotTrump trolled for praising #Melania as the new ‘Jackie O’ — and then calling her ‘it’ – 😂😂😂 https://t.co/jqJhNL0Oii,NOT
5007,hasoc_en_5008,@cabodude @PalmerReport Poor boy........ ya scared    #fucktRump,HOF
50,hasoc_en_51,Acoustic &amp; Electric Guitar Kits from Rs.1699    https://t.co/wXRyzchSIH    Guitars &amp; Other Musical Instruments Upto 75% off    https://t.co/NCQt99ChnD    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,NOT
5766,hasoc_en_5767,"@KellyannePolls Listen to your husband,  he is more important than Trump  😳 #HatchActViolations #TrumpsAnInternationalDisgrace #TrumpCriminalInvestigations #TrumpIsATraitor #TrumpLiesMatter",NOT
2895,hasoc_en_2896,@RepublicTVLive Adheer Chowdhuri jo kahan wo unko nehi kahena chahiye but 183 children died hone ke baad bhi BJP Mangal Panday ki against koi action kiun nehi liya??!!#GandiNaaliAbuse,HOF
2590,hasoc_en_2591,@IvankaTrump HAPPY JOHN MC CAIN DAY! #fucktrump #trumpcolluded #TRATIOR #MUELLERSCOMING #LIARINCHIEF #Fatnixon #liarinchief #liarinchief #trumpcrimefamily #TRATIOR #manbaby #manbaby #Fatnixon #trumpcrimefamily,NOT
4376,hasoc_en_4377,"@realdeepdives @jrkell @wolfvillage1984 @Acosta StateTV   Fox = pap and propaganda, feeding the gullible, unquestioning cattle a halcyon 'Christian' version of the career criminal sociopath trump. #FauxNews   #TrumpIsATraitor https://t.co/WuOj86WeVP",NOT
5718,hasoc_en_5719,Yoah this fucking pisses me off!!! #fuckthepolice she put the baby down then what. Y’all threatens to shoot her while she had the baby in her hands. Y’all gonna call cps on her and say she neglected the child. #wtf #fuckamerica #fucktrump https://t.co/yBNli7AvqB,HOF
5454,hasoc_en_5455,Govt school adopted by IMA appointed unqualified teachers based on their     #IMAFraud #PonziScheme     investments https://t.co/rqt6X1YdBQ,HOF
5283,hasoc_en_5284,#FuckDelhiPolice #TakeAction #DragDelhiPoliceToCourt #GoonsInUniform #NoToPoliceBrutality   Action is a must against those violent attackers who also thrashed a minor from minority background.,HOF
3082,hasoc_en_3083,How can they be so Naive to not check the weather condition &amp; choose Location accordingly before fixing the Tournament. People do this even before fixing Marriage Date. #ShameOnICC #CricketWorldCup19 https://t.co/NA9FiRKiNo,HOF
3088,hasoc_en_3089,"@republic Let ICC quote the price,will pay.  #DhoniKeepTheGlove   #DhoniKeepsTheGlove   #BCCI   #CWC19",NOT
4869,hasoc_en_4870,"Oh, but ol' Uncle Col just had to STEAL Michael's ESTATE so he could 'save it all for Tiger,' right???    #nonsense #liar #ColinDiamond #thief #murderer? #mafia #FollowTheMoney #MichaelHutchence #Mystify #INXS #TigerLilyHutchence #TigerHutchenceGeldof https://t.co/7Qj4ye0yAU",HOF
1422,hasoc_en_1423,"Trump’s possibly fake deal with Mexico, explained #Resist #ResistTrump #FuckTrump https://t.co/Ascu8WrClS",NOT
2037,hasoc_en_2038,"@realDonaldTrump Says the one who keeps putting himself above the law. This is America, not Trumpistan. #TrumpIsATraitor",NOT
3364,hasoc_en_3365,Fucking #Trump is ruining everything!!!! My poor #smallbusiness 😿 #fucktrump #TrumpResignNOW https://t.co/TrRwNf8XzI,HOF
5432,hasoc_en_5433,@cricketworldcup Spread the ashes from the urn so that would cup can be played on ground not in a swimming pool #ShameOnICC,HOF
4848,hasoc_en_4849,@RepMarkMeadows @realDonaldTrump Kiss harder Mark and you might get a job in with the other jokers in the cabinet.    #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor,HOF
767,hasoc_en_768,"#DoctorsFightBack Prime years of a doc are drowned in books &amp; wards to be able to help others. Security &amp; dignity for them is a basic duty of the state. Worked in JJ hosp for years...even worst of criminals had convention of no violence in hospital, let alone attacking doctors.",NOT
5445,hasoc_en_5446,"They heal, operate, diagnose  We consider them a part of the second God cosmos  This is so appalling, shameful and gross  We need to bring this violence to a close    #SaveBengal  #DoctorsFightBack  #standwithdoctors",HOF
4833,hasoc_en_4834,"Listen 'de Pfeffel':    Ireland will not allow the 'backstop' clause to be dropped because doing so would be as big a threat to the country as Britain leaving without a deal, Leo Varadkar has said this morning..  https://t.co/CEQkoDxjoe    #BorisJohnsonShouldNotBePM  #BollockstoBrexit https://t.co/XouKftHf2b",NOT
5396,hasoc_en_5397,Trump thinks he can use a Jedi mind trick on all of us....hahahahahaha #idiotTrump https://t.co/9k3h6PIUzE,HOF
334,hasoc_en_335,@khanamad999 @MoeedNj @GVS_News how this #porki country produce such rectums ?  surgical strike 1  surgical strike 2.0  #balakotairstrike   #F16 down  shamelessly returned capture pilot in 24 Hrs (that to announced by the #jihadi #pm #imranhataomulkbachao )  now on ventilator of #bailout package from #IMF   way to go.,HOF
2467,hasoc_en_2468,Opposition is a shame to the country... #GandiNaaliAbuse,HOF
5420,hasoc_en_5421,"#DoctorsFightBack.     I am sorry about the present state of Bangal. It was India’s capital for literature, Politics, Religious activity etc. I feel people of Bengal are suffering for their own mistake of electing such people as their rulers.",HOF
2509,hasoc_en_2510,@UKMoments @BorisJohnson Boris can’t even debate with 5  Conservative colleagues how will he cope against 27 EU Delegates. #BorisJohnsonShouldNotBePM,NOT
4396,hasoc_en_4397,#JohnMcCainDay Thanks for fund raising on the promise of Obamacare repeal from Republican voters only to screw them over by deciding it was more important to put yourself first just to screw Trump in a personal vendetta.    'preciate it. #AmericaFirst #Douchebag https://t.co/5giVVk9VKG,NOT
3381,hasoc_en_3382,Sunday matchum rain varum pola ...    Fuck world cup     #ShameOnICC,HOF
36,hasoc_en_37,"#DoctorsFightBack | No doctor wishes to stop emergency services: Dr Sayantan Banerjee, Resident doctor, AIIMS (Relative of assaulted Dr Paribaha Mukherjee) https://t.co/6OhGHwzPKy",NOT
3178,hasoc_en_3179,"@Kevin_Maguire @GMB He's a coward for ignoring this too, yet nobody in the media or political sector seems to want to call him out on it. #NotFitToLead #BorisJohnsonShouldNotBePM #ToryLeadershipContest https://t.co/ixdOe5D0Ab",NOT
1106,hasoc_en_1107,@MamataOfficial is really lost her mind n plot completely.. She has cross psychic levels to satisfy the minority as what she feels can keep her in power but sadly not.. 😏😏    #DoctorsFightBack  #BengalBurning  #SaveBengalFromTMC    @ZeeNews  @sudhirchaudhary  @sardanarohit  @republic https://t.co/KmhtnRnYAz,HOF
1739,hasoc_en_1740,"#DhoniKeepsTheGlove I don't understand, how armed forces insignia is said to be connected to religion /cause as per ICC🤔",NOT
938,hasoc_en_939,@vinodhansda So what??    who ask them to the schedul world cup in @ECB_cricket ?? They know every thing   #ShameOnICC,NOT
4178,hasoc_en_4179,Pic 1- icc on Ms Dhoni gloves.  Vs   Pic 2- icc planning world cup.  #ShameOnICC https://t.co/3mM6QjwpNN https://t.co/pAuS8ic6uX,HOF
4439,hasoc_en_4440,"@MarchingCamell You are as #douchebag and wicked seed of Tigray as that of illegitmate citezen #Isias, who has extreme hate towards Eritreans. We now know the dazed and confused slaves are in the same beds with all Previous Ethiopian emperiord who wanted to crush Eritreans for good. #Scumbag.",HOF
3624,hasoc_en_3625,I’ll never forgive this motherfucker or all the people that covered for him #complicit #rapist #fuckBrettKavanaugh https://t.co/C6ritwkXv7,HOF
4609,hasoc_en_4610,@ANI There is a saying .. 'Vinasha kaale viparita buddhi'.  This applies to @MamataOfficial  perfectly.     #WestBengal #DoctorsStrike #DoctorsFightBack #SaveBengal #Savethedoctors,HOF
3605,hasoc_en_3606,@jemelehill He's a cut up   #murderer,HOF
2962,hasoc_en_2963,"Probably first time in the world cup , we are witnessing more ODD number than EVEN number in the points table World Cup #ICCWC2019 #WWC2019 #INDvPAK #ICCWorldCup2019 #INDvNZ #ENGvWI #WIvENG #SLvAUS #ShameOnICC #ICC @virendersehwag @vikrantgupta73 @harbhajan_singh @GautamGambhir https://t.co/wufwZxo5J3",NOT
3522,hasoc_en_3523,The Mexican ambassador to the US explains Trump’s claim of a new agricultural deal #Resist #ResistTrump #FuckTrump https://t.co/tV7MCCL6xl,NOT
846,hasoc_en_847,Assault on doctors again in Murshidabad Medical College.  #Savethedoctors #DoctorsStrike #DoctorsFightBack,NOT
2486,hasoc_en_2487,"One doctor in coma ,another lost his vision ,petrol bombs &amp; acid bottles hurled at doctor hostels, rape threats by religious fanatic groups to female doctors and police taking no action coz CM is against the doctors .Why the @PMOIndia @HMOIndia is so helpless ? #DoctorsFightBack",NOT
649,hasoc_en_650,@SrBachchan please raise your voice against the same who people who saved you in multiple occasions !!  Doctors their diagnosis and prompt treatment....    #DoctorsFightBack   #NRSMCH #DoctorsProtest   #paribaha,NOT
5112,hasoc_en_5113,I would like to un-welcome @_REALOJ32 to twitter and since I’ve already #InstaBlocked him.  Please reply to all his tweets with #Murderer,NOT
4790,hasoc_en_4791,@ICC don't keep on bullshitting every complain coming your way...this is most wrost WC ever that has been conducted.   #wrostscheduling  #moreworseumpiring  #moremoreworseignoringthecomplains  #ShameOnICC,NOT
110,hasoc_en_111,#BorisJohnsonShouldNotBePM he is already ducking and diving the 5 friendly candidates...God help us when it comes to to the 27 European countries!! https://t.co/siS59z36pR,NOT
3464,hasoc_en_3465,"@tv9kannada Counting complaints isn't enough, it's high time to take action. Firstly digitize all the complaints received, push them online. Transfer case to CBI, they would do better and quicker justice. #IMAFraud has again made the rich richer and poor poorer #IMAFraudCase #IMAJewels",NOT
400,hasoc_en_401,@MathiasCormann But #LNP have a 'mandate'? #dickhead,HOF
5642,hasoc_en_5643,He won't leave = LOCK HIM UP! LOCK HIM UP! LOCK HIM UP!  LOCK HIM UP! LOCK HIM UP! LOCK HIM UP!  LOCK HIM UP! LOCK HIM UP! LOCK HIM UP!  LOCK HIM UP! LOCK HIM UP!  #DumpTrump #DumpTrump2020 #TrumpIsATraitor #TrumpIsACriminal #TrumpInJail2020 https://t.co/NjUz2bhAzy,HOF
4473,hasoc_en_4474,#white #Rapist - I can get away with #rape starting five #austinwilkerson #brockturner #nicholasfifield #davidbecker #johnenochs https://t.co/zgKIhXGDFA,HOF
792,hasoc_en_793,@realDonaldTrump So ironic that you of all people still don’t seem to understand what constitutes treason. #TrumpTreason #TrumpIsATraitor,NOT
4223,hasoc_en_4224,Concentrate in covering grounds not on hand!!  #ShameOnICC #dhonikeeptheglove #CWC19,HOF
3548,hasoc_en_3549,@BDUTT @msdhoni @adgpi One of a rare time to be agreed with you!   #DhoniKeepsTheGlove,NOT
2951,hasoc_en_2952,Just curiosity...for science... :3   #DoctorsFightBack #DoctorsStrike #DoctorsProtest #standwithnrsmch https://t.co/PYwiNug4Wz,NOT
4761,hasoc_en_4762,#etsy shop: Benedict Donald so called president is a traitor Short-Sleeve Unisex T-Shirt https://t.co/cFqiGN6kbT #clothing #shirt #streetwear #trump #impeach #treason #traitor #fucktrump #impeachtrump #taxday https://t.co/i1hJPvIEkc,NOT
1186,hasoc_en_1187,@GOPChairwoman @PressSec @realDonaldTrump How about a statement on Donald's interview with @GStephanopoulos?    #TrumpIsATraitor,NOT
3389,hasoc_en_3390,@joncoopertweets He’s famous for stiffing people. They need to tell him to pay up front or bring his own security. Going forward anyone getting stiffed can’t say they didn’t know. #fuckTrump #HappyJohnMcCainDay,NOT
2986,hasoc_en_2987,@MSNBC @MTPFirstRead Only 1 cares about the spotlight. The other cares about America. #fucktRump,NOT
5158,hasoc_en_5159,@TimesNow #Islam is a plague to Mankind.. torture &amp; kill non-believers of #Islam    #RAPIST #ISLAMIC MONSTERS     #JusticeForGudiya #JusticeForTwinkleSharma #JusticeForTwinkle,HOF
1719,hasoc_en_1720,"@ACTBrigitte well clutch my pearls... OMG you have feelings and support Trump?  Sorry, I dont believe you! #TrumpIsATraitor",NOT
3257,hasoc_en_3258,What he really means is 'Jesus would never allow #Trump &amp; #Pence...'  #Dickhead &amp; #Dickless are PROFESSIONAL SINNERS! https://t.co/NmqxhE4QOZ,HOF
5047,hasoc_en_5048,@DevinCow @RepMikeJohnson I think the entire GOP are using ghost traders &amp; reaping millions from trumps phoney tariff nonsense. #insidertrumping  #TrumpTraitor   #Fucktrump  #trumpdeathcamps,HOF
1953,hasoc_en_1954,In my entire life I never thought I'd see the day where the @POTUS went on NATIONAL TV and said was acceptable to cooperate with an enemy against an US citizen.    This is not OK.     @realDonaldTrump is evil. There is no other way to phrase it.    #ImpeachTrumpNow #FuckTrump,NOT
5260,hasoc_en_5261,"The tragedy of the world right now is that a number of countries are buying into fucking idiot leaders, selling them shitty explanations, about why their lives are so shitty. And that they have the solution #TrumpIsATraitor",HOF
4537,hasoc_en_4538,To watch the video https://t.co/wmQWH64k3Q  #rapevictim #victim #rapist https://t.co/aRvxsKaewV,HOF
1965,hasoc_en_1966,@realDonaldTrump The dishonest Trump crime family objectives is to steal from the US taxpayers. So sad! The true enemy of the people is the GOP for allowing the atrocity known as Benedict Donald to remain in the Oval Office. #PutinsPuppet #TrumpIsATraitor #trumpisaloser,NOT
2438,hasoc_en_2439,They wont be applauding when he fucks up Brexit. Only a moron can look at what Johnson has done as a politician and conclude that hell do what he says he will.,HOF
1713,hasoc_en_1714,@cher We love you Cher. #FuckTrump,NOT
3842,hasoc_en_3843,Those purebreds on social media advising that Dhoni should get the Insignia logo tattooed on his arm - calm down &amp; pls practice yoga going forward- if he wanted it that way he’d have done that to begin with.     He knows what’s right.     #DhoniKeepsTheGlove   #DhoniKeepTheGlove,NOT
4940,hasoc_en_4941,If its going to rain its the biggest loss for   @ICC and @cricketworldcup nobody on earth would miss the treat How cheap tactics by the hosts if two games are washed out for 🇮🇳 then its a conspiracy by hosts shame as a cricketing nation #England #ShameOnICC   #INDvPAK #CWC19 https://t.co/SxQD3mSG8a,HOF
4021,hasoc_en_4022,@sgtilltwtr Like Bush or Cheney? #dickhead,HOF
2369,hasoc_en_2370,Change host uk to India know @ICC   #ShameOnICC,NOT
985,hasoc_en_986,@Raptors @DioVanRocker1 @NBA Kind of waiting what meal your president is going to offer you. Bet my life is not a BigMac.    #FuckTrump,NOT
3514,hasoc_en_3515,"@alex_mallin @KellyannePolls Of course, #traitor, #peodphile, #racist, #rapist and serial sexual predator of women, @RealDonaldtRump will do nothing about this as he has complete contempt for the rule of law, unless he can use it as a tool to bash an opponent!",HOF
4885,hasoc_en_4886,@realDonaldTrump Amongst Trump University Alumni.   #FuckTrump,HOF
4215,hasoc_en_4216,"Truly Sickening, I'll never forget the images of Nicole and Ron's bodies, this horrifies me that people will follow a #MURDERER. https://t.co/ItSoxoM4SY",HOF
1998,hasoc_en_1999,"Good morning @RealDonaldtRUMP, have a nice sleep you fucking bitch? #maga #FOXNews #FuckTrump @GOP #WednesdayWisdom https://t.co/5L5mWnTlzv",HOF
2490,hasoc_en_2491,Thank you Honourable @nsitharaman ji. Getting supported  by nation matters a lot for every person in the country.And you always support every good thing as parents do.Thanks for supporting @msdhoni  #DhoniKeepsTheGlove it shows that the team @narendramodi is Best .@poonam_mahajan https://t.co/f5v3eC09Od,NOT
809,hasoc_en_810,@MargieMargie72 @WinstonWolfLV Because rockies manager is #douchebag,NOT
4373,hasoc_en_4374,"#Brittania Khao, WorldCup Jao...  Waha Baarish Hogi, to fir Brittania Khao...    #ShameOnICC",HOF
5535,hasoc_en_5536,"Always had immense respect but now have a sudden admiration for Sunil Gavaskar today!    Brace yourself, Sir, for the barrage of insults &amp; trolls. Be prepared to have the Bhakt Army tear your accomplishments apart.    You are now officially an 'anti-national'.👏🏻  #DhoniKeepsTheGlove",NOT
1232,hasoc_en_1233,@ANI @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/QYuuYcV85O,NOT
377,hasoc_en_378,Matt Gaetz wants “to be the conservative AOC.” Take a look at him trying #Resist #ResistTrump #FuckTrump https://t.co/E0nPjcL0br,NOT
4441,hasoc_en_4442,"@hardball   It is the duty of the President to preserve, protect and defend the #Constitution of the U.S. #TrumpIsATraitor and yet morons in the Mid West (Ohio &amp;Iowa) continue to support #TraitorTrump. These states deserve to Rust. #2020Election https://t.co/pQqlQha22O",HOF
1904,hasoc_en_1905,"#BorisJohnsonShouldNotBePM #BorisJohnson still dodging every question.  Clearly so much still to hide , from such a proven lier.  Worse most incompetent foreign secretary in modern history.  And the architect of a criminaly ill-conceived #Brexit disaster.  #ERG take over complete.",NOT
348,hasoc_en_349,"Have to say, a great benefit to having a known pathological liar as president is when he tries to start a war, no one believes him #TrumpIsATraitor",HOF
4774,hasoc_en_4775,"Mohamed bin Salaam - #murderer, #liar.    Iranian Clerics - #murderers, #liars    Donald J. Trump - defends murderers, infamous #grifter, habitual liar, #cheater, #thief.     See the problem?",HOF
4445,hasoc_en_4446,@MrsRabbitResist I echo those sentiments!! F #Trump #TrumpIsATraitor #NotMyPresident https://t.co/sBnsijvVaW,NOT
4624,hasoc_en_4625,@MattHancock #BorisJohnsonShouldNotBePM   #EVER    No threats to #KILL #BorisJohnson as fabricated by #FTAC     https://t.co/1SRpbCQxUw,HOF
2067,hasoc_en_2068,@realDonaldTrump @POTUS Have the worst birthday ever. You deserve it. #HappyBirthdayMrPresident #TrumpsAnInternationalDisgrace #TrumpMustResign #TrumpIsATraitor #TrumpTrash #TrumpMustResign #FridayThoughts https://t.co/jskpk3VqqK,NOT
2123,hasoc_en_2124,"If Army is not a part of any political party, then i believe every political parties should support dhoni for wearing #BalidanBadge #DhoniKeepsTheGlove",NOT
3079,hasoc_en_3080,"Everyone, please... There's #MURDERER no #MURDERER reason #MURDERER to #MURDERER bother #MURDERER @TheRealOJ32. He's #MURDERER just #MURDERER trying #MURDERER to #MURDERER LIVE #MURDERER like #MURDERER everybody #MURDERER else. #MurderMysteryNetflix 🔪💔💔⚰️⚰️",NOT
4719,hasoc_en_4720,Opinion: How Trump is abandoning LGBTQ people over pride flags #Resist #ResistTrump #FuckTrump https://t.co/QASyeD3mLr,HOF
1654,hasoc_en_1655,India's bowling now..and every lunatic's eyes will be on Dhoni's gloves...Damn..#BalidanBadge insignia or not..who dafaq cares!!??#ICCWorldCup2019 #INDvAUS .. seriously..who cares if #DhoniKeepsTheGlove !?,NOT
953,hasoc_en_954,@ProFootballTalk You broke our hearts Juice. #Murderer,NOT
4022,hasoc_en_4023,#TraitorTrump Admits He Would Commit A Felony To Win The 2020 Election #TrumpIsATraitor #VoteBlue2020  https://t.co/cQajNLGVTM,HOF
3349,hasoc_en_3350,"@pythoroshan Sorry sir but your 'Trending topics' are tailored according to the people whom you follow/like/retweet/reply etc. I have two accounts on twitter, i follow a lot of medicos on one so most of the trending topics are #DoctorsFightBack related. In the other one, there's none of those",NOT
4793,hasoc_en_4794,"Man, it really wouldn't be the worst thing if this traitor dropped dead anytime now. #FuckTrump https://t.co/57UjXS8bcv",NOT
1784,hasoc_en_1785,@88elephants @Brimshack @GOPChairwoman @PressSec @realDonaldTrump Except Ronna. She wants to give it the ole repuglican try!    #SHSLies #TrumpIsATraitor     #JohnMcCainDay     #HappyJohnMcCainDay,NOT
2735,hasoc_en_2736,TIMEWEAR Blue Dial Brown Strap Watch @ Rs.229    https://t.co/c4RNuWcsdB    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,NOT
2665,hasoc_en_2666,"@SenSchumer That tweet is GOLDEN coming from you @SenSchumer...    What kind of FATHER gets his DAUGHTER'S friend PREGNANT not once but twice &amp; then because of YOU,  that LITTLE GIRL commits suicide?  Yep you're right...WE ARE better than that!    Happy Fathers day #MURDERER https://t.co/t4RdrH5kk8",HOF
5579,hasoc_en_5580,"@WhiteHouse Hey, You! Get off of my flag! #TrumpIsATraitor",HOF
4813,hasoc_en_4814,@Bhargavi44 Yeah right.Zampa’s bowling has been sooo incredible in this game I personally thought he’s just spending too much energy playing with his nuts!  Look forward to your ongoing conspiracies every time a player puts his hand in his pocket for the rest of the tournament!😂#dickhead,HOF
